KEYS,zh-Hans
Game.BuffName.Clairvoyance,千里眼
Game.BuffName.CompanionCube,同伴方块
Game.BuffName.Confused,困惑
Game.BuffName.Crate,宝匣
Game.BuffName.CrimsonHeart,猩红之心
Game.BuffName.Cursed,被诅咒
Game.BuffName.CursedInferno,诅咒地狱
Game.BuffName.CursedSapling,诅咒树苗
Game.BuffName.CuteFishronMount,可爱猪龙鱼坐骑
Game.BuffName.Dangersense,危险感
Game.BuffName.Darkness,黑暗
Game.BuffName.Daybreak,破晓
Game.BuffName.Dazed,眩晕
Game.BuffName.DeadlySphere,致命球
Game.BuffName.DrillMount,钻头坐骑
Game.BuffName.DryadsWard,树妖祝福
Game.BuffName.DryadsWardDebuff,树妖祸害
Game.BuffName.Electrified,带电
Game.BuffName.Endurance,耐力
Game.BuffName.EyeballSpring,弹簧眼
Game.BuffName.FairyBlue,仙灵
Game.BuffName.FairyGreen,仙灵
Game.BuffName.FairyRed,仙灵
Game.BuffName.Featherfall,羽落
Game.BuffName.Fishing,钓鱼
Game.BuffName.Flipper,脚蹼
Game.BuffName.Frostburn,霜冻
Game.BuffName.Frozen,冰冻
Game.BuffName.Gills,鱼鳃
Game.BuffName.Gravitation,重力
Game.BuffName.HeartLamp,心灯
Game.BuffName.Heartreach,拾心
Game.BuffName.Honey,蜂蜜
Game.BuffName.HornetMinion,黄蜂
Game.BuffName.Horrified,惊恐
Game.BuffName.Hunter,猎人
Game.BuffName.IceBarrier,冰障
Game.BuffName.Ichor,灵液
Game.BuffName.ImpMinion,小鬼
Game.BuffName.Inferno,狱火
Game.BuffName.Invisibility,隐身
Game.BuffName.Ironskin,铁皮
Game.BuffName.LeafCrystal,叶状水晶
Game.BuffName.Lifeforce,生命力
Game.BuffName.Lovestruck,热恋
Game.BuffName.MagicLantern,魔法灯笼
Game.BuffName.MagicPower,魔能
Game.BuffName.ManaRegeneration,魔力再生
Game.BuffName.ManaSickness,魔力疾病
Game.BuffName.Merfolk,人鱼
Game.BuffName.Midas,迈达斯
Game.BuffName.MinecartLeft,矿车
Game.BuffName.MinecartLeftMech,矿车
Game.BuffName.MinecartLeftWood,矿车
Game.BuffName.MinecartRight,矿车
Game.BuffName.MinecartRightMech,矿车
Game.BuffName.MinecartRightWood,矿车
Game.BuffName.MiniMinotaur,迷你牛头怪
Game.BuffName.Mining,采矿
Game.BuffName.MonsterBanner,旗帜
Game.BuffName.MoonLeech,月噬
Game.BuffName.NebulaUpDmg1,伤害星云
Game.BuffName.NebulaUpDmg2,伤害星云
Game.BuffName.NebulaUpDmg3,伤害星云
Game.BuffName.NebulaUpLife1,生命星云
Game.BuffName.NebulaUpLife2,生命星云
Game.BuffName.NebulaUpLife3,生命星云
Game.BuffName.NebulaUpMana1,魔力星云
Game.BuffName.NebulaUpMana2,魔力星云
Game.BuffName.NebulaUpMana3,魔力星云
Game.BuffName.NightOwl,夜猫子
Game.BuffName.NoBuilding,创意震撼
Game.BuffName.ObsidianSkin,黑曜石皮
Game.BuffName.Obstructed,阻塞
Game.BuffName.OgreSpit,渗出
Game.BuffName.Oiled,涂油
Game.BuffName.OnFire,着火了！
Game.BuffName.PaladinsShield,圣骑士护盾
Game.BuffName.Panic,恐慌！
Game.BuffName.ParryDamageBuff,惊人一刻
Game.BuffName.PeaceCandle,和平蜡烛
Game.BuffName.PetBunny,宠物兔
Game.BuffName.PetDD2Dragon,Hoardagron
Game.BuffName.PetDD2Gato,飞翔Gato
Game.BuffName.PetDD2Ghost,闪烁灯芯
Game.BuffName.PetLizard,宠物蜥蜴
Game.BuffName.PetParrot,宠物鹦鹉
Game.BuffName.PetSapling,宠物树苗
Game.BuffName.PetSpider,宠物蜘蛛
Game.BuffName.PetTurtle,宠物海龟
Game.BuffName.PigronMount,猪龙坐骑
Game.BuffName.PirateMinion,海盗
Game.BuffName.Poisoned,中毒
Game.BuffName.PotionSickness,药水疾病
Game.BuffName.Puppy,小狗
Game.BuffName.Pygmies,矮人
Game.BuffName.Rabies,野性咬噬
Game.BuffName.Rage,暴怒
Game.BuffName.RapidHealing,快速治疗
Game.BuffName.Ravens,乌鸦
Game.BuffName.Regeneration,再生
Game.BuffName.Rudolph,鲁道夫
Game.BuffName.ScutlixMount,鳞甲怪坐骑
Game.BuffName.ShadowDodge,神圣防护
Game.BuffName.ShadowFlame,暗影焰
Game.BuffName.ShadowOrb,暗影珠
Game.BuffName.SharknadoMinion,鲨鱼旋风
Game.BuffName.Sharpened,锋利
Game.BuffName.Shine,光芒
Game.BuffName.Silenced,寂静
Game.BuffName.Slimed,史莱姆
Game.BuffName.SlimeMount,史莱姆坐骑
Game.BuffName.Slow,缓慢
Game.BuffName.SolarShield1,太阳烈焰
Game.BuffName.SolarShield2,太阳烈焰
Game.BuffName.SolarShield3,太阳烈焰
Game.BuffName.Sonar,声纳
Game.BuffName.SoulDrain,夺命杖
Game.BuffName.Spelunker,洞穴探险
Game.BuffName.SpiderMinion,蜘蛛
Game.BuffName.Squashling,南瓜娃娃
Game.BuffName.StardustDragonMinion,星尘之龙
Game.BuffName.StardustGuardianMinion,星尘守卫
Game.BuffName.StardustMinion,星尘细胞
Game.BuffName.StardustMinionBleed,Celled
Game.BuffName.StarInBottle,星星瓶
Game.BuffName.Stinky,恶臭
Game.BuffName.Stoned,恍惚
Game.BuffName.Suffocation,窒息
Game.BuffName.Summoning,召唤
Game.BuffName.Sunflower,快乐！
Game.BuffName.SuspiciousTentacle,可疑眼球
Game.BuffName.Swiftness,敏捷
Game.BuffName.TheTongue,狂卷之舌
Game.BuffName.Thorns,荆棘
Game.BuffName.TikiSpirit,提基幽魂
Game.BuffName.Tipsy,踉跄
Game.BuffName.Titan,泰坦
Game.BuffName.TurtleMount,海龟坐骑
Game.BuffName.TwinEyesMinion,双子魔眼
Game.BuffName.UFOMinion,UFO
Game.BuffName.UFOMount,UFO坐骑
Game.BuffName.UnicornMount,独角兽坐骑
Game.BuffName.Venom,酸性毒液
Game.BuffName.VortexDebuff,扭曲
Game.BuffName.Warmth,温暖
Game.BuffName.WaterCandle,水蜡烛
Game.BuffName.WaterWalking,水上漂
Game.BuffName.Weak,软弱
Game.BuffName.WeaponImbueConfetti,武器灌注：彩纸
Game.BuffName.WeaponImbueCursedFlames,武器灌注：诅咒焰
Game.BuffName.WeaponImbueFire,武器灌注：火焰
Game.BuffName.WeaponImbueGold,武器灌注：金
Game.BuffName.WeaponImbueIchor,武器灌注：灵液
Game.BuffName.WeaponImbueNanites,武器灌注：纳米机器人
Game.BuffName.WeaponImbuePoison,武器灌注：毒药
Game.BuffName.WeaponImbueVenom,武器灌注：酸性毒液
Game.BuffName.Webbed,织网
Game.BuffName.WellFed,吃得好
Game.BuffName.Werewolf,狼人
Game.BuffName.Wet,潮湿
Game.BuffName.WindPushed,强风
Game.BuffName.Wisp,妖灵
Game.BuffName.WitheredArmor,枯萎盔甲
Game.BuffName.WitheredWeapon,枯萎武器
Game.BuffName.Wrath,怒气
Game.BuffName.ZephyrFish,和风鱼
Game.BuffName.DesertMinecartRight,{$BuffName.MinecartRight}
Game.BuffName.DesertMinecartLeft,{$BuffName.MinecartLeft}
Game.BuffName.FishMinecartRight,{$BuffName.MinecartRight}
Game.BuffName.FishMinecartLeft,{$BuffName.MinecartLeft}
Game.BuffName.BeeMinecartRight,{$BuffName.MinecartRight}
Game.BuffName.BeeMinecartLeft,{$BuffName.MinecartLeft}
Game.BuffName.LadybugMinecartRight,{$BuffName.MinecartRight}
Game.BuffName.LadybugMinecartLeft,{$BuffName.MinecartLeft}
Game.BuffName.PigronMinecartRight,{$BuffName.MinecartRight}
Game.BuffName.PigronMinecartLeft,{$BuffName.MinecartLeft}
Game.BuffName.SunflowerMinecartRight,{$BuffName.MinecartRight}
Game.BuffName.SunflowerMinecartLeft,{$BuffName.MinecartLeft}
Game.BuffName.HellMinecartRight,{$BuffName.MinecartRight}
Game.BuffName.HellMinecartLeft,{$BuffName.MinecartLeft}
Game.BuffName.ShroomMinecartRight,{$BuffName.MinecartRight}
Game.BuffName.ShroomMinecartLeft,{$BuffName.MinecartLeft}
Game.BuffName.AmethystMinecartRight,{$BuffName.MinecartRight}
Game.BuffName.AmethystMinecartLeft,{$BuffName.MinecartLeft}
Game.BuffName.TopazMinecartRight,{$BuffName.MinecartRight}
Game.BuffName.TopazMinecartLeft,{$BuffName.MinecartLeft}
Game.BuffName.SapphireMinecartRight,{$BuffName.MinecartRight}
Game.BuffName.SapphireMinecartLeft,{$BuffName.MinecartLeft}
Game.BuffName.EmeraldMinecartRight,{$BuffName.MinecartRight}
Game.BuffName.EmeraldMinecartLeft,{$BuffName.MinecartLeft}
Game.BuffName.RubyMinecartRight,{$BuffName.MinecartRight}
Game.BuffName.RubyMinecartLeft,{$BuffName.MinecartLeft}
Game.BuffName.DiamondMinecartRight,{$BuffName.MinecartRight}
Game.BuffName.DiamondMinecartLeft,{$BuffName.MinecartLeft}
Game.BuffName.AmberMinecartRight,{$BuffName.MinecartRight}
Game.BuffName.AmberMinecartLeft,{$BuffName.MinecartLeft}
Game.BuffName.BeetleMinecartRight,{$BuffName.MinecartRight}
Game.BuffName.BeetleMinecartLeft,{$BuffName.MinecartLeft}
Game.BuffName.MeowmereMinecartRight,{$BuffName.MinecartRight}
Game.BuffName.MeowmereMinecartLeft,{$BuffName.MinecartLeft}
Game.BuffName.PartyMinecartRight,{$BuffName.MinecartRight}
Game.BuffName.PartyMinecartLeft,{$BuffName.MinecartLeft}
Game.BuffName.PirateMinecartRight,{$BuffName.MinecartRight}
Game.BuffName.PirateMinecartLeft,{$BuffName.MinecartLeft}
Game.BuffName.SteampunkMinecartRight,{$BuffName.MinecartRight}
Game.BuffName.SteampunkMinecartLeft,{$BuffName.MinecartLeft}
Game.BuffName.CoffinMinecartRight,{$BuffName.MinecartRight}
Game.BuffName.CoffinMinecartLeft,{$BuffName.MinecartLeft}
Game.BuffName.FlinxMinion,小雪怪
Game.BuffName.Frostburn2,冻伤
Game.BuffName.OnFire3,狱火
Game.BuffName.BabyBird,雀宝宝
Game.BuffName.BabyImp,小鬼宝宝
Game.BuffName.BabyRedPanda,小熊猫宝宝
Game.BuffName.BabyWerewolf,狼人宝宝
Game.BuffName.BatOfLight,血红蝙蝠
Game.BuffName.BrainOfConfusionBuff,控脑术
Game.BuffName.BrainOfCthulhuPet,蜘蛛脑
Game.BuffName.CatBast,韧皮防御
Game.BuffName.CoolWhipPlayerBuff,一种不错的增益
Game.BuffName.DarkHorseMount,黑马坐骑
Game.BuffName.DarkMageBookMount,书坐骑
Game.BuffName.DD2BetsyPet,小双足翼龙
Game.BuffName.DD2OgrePet,食人魔宝宝
Game.BuffName.DestroyerPet,微型毁灭者
Game.BuffName.DiggingMoleMinecartLeft,挖掘鼹鼠矿车
Game.BuffName.DiggingMoleMinecartRight,挖掘鼹鼠矿车
Game.BuffName.DukeFishronPet,小猪龙鱼
Game.BuffName.DynamiteKitten,雷管小猫
Game.BuffName.EaterOfWorldsPet,蠕虫吞噬怪
Game.BuffName.EmpressBlade,泰拉棱镜
Game.BuffName.EverscreamPet,常绿尖叫怪树苗
Game.BuffName.EyeOfCthulhuPet,可疑眼睛
Game.BuffName.FairyQueenPet,仙灵公主
Game.BuffName.FennecFox,耳廓狐
Game.BuffName.Flamingo,火烈鸟
Game.BuffName.GelBalloonBuff,闪耀史莱姆
Game.BuffName.GlitteryButterfly,闪光蝴蝶
Game.BuffName.GolemPet,玩具石巨人
Game.BuffName.GolfCartMount,高尔夫球车
Game.BuffName.IceQueenPet,冰雪女王
Game.BuffName.KingSlimePet,史莱姆王子
Game.BuffName.LavaSharkMount,熔岩鲨坐骑
Game.BuffName.LilHarpy,小鸟妖
Game.BuffName.Lucky,幸运
Game.BuffName.LunaticCultistPet,幻影龙
Game.BuffName.MajesticHorseMount,壮马坐骑
Game.BuffName.MartianPet,异星滑板小子
Game.BuffName.MoonLordPet,月精灵
Game.BuffName.PaintedHorseMount,彩马坐骑
Game.BuffName.PirateShipMount,海盗船坐骑
Game.BuffName.PlanteraPet,世纪之花幼苗
Game.BuffName.Plantero,微型世纪之花
Game.BuffName.PogoStickMount,蹦蹦跷坐骑
Game.BuffName.PumpkingPet,杰克南瓜灯
Game.BuffName.QueenBeePet,蜜蜂
Game.BuffName.QueenSlimeMount,羽翼史莱姆坐骑
Game.BuffName.QueenSlimePet,史莱姆公主
Game.BuffName.SantankMount,圣诞老人坦克坐骑
Game.BuffName.ScytheWhipPlayerBuff,丰收时刻
Game.BuffName.ShadowMimic,暗影宝箱怪
Game.BuffName.SharkPup,小鲨鱼
Game.BuffName.SkeletronPet,小骷髅王
Game.BuffName.SkeletronPrimePet,小机械骷髅王
Game.BuffName.Smolstar,附魔飞刀
Game.BuffName.SpookyWoodMount,阴森树坐骑
Game.BuffName.StormTiger,沙漠虎
Game.BuffName.SugarGlider,蜜袋鼯
Game.BuffName.SugarRush,糖果冲刺
Game.BuffName.SwordWhipPlayerBuff,迪朗达尔祝福
Game.BuffName.ThornWhipPlayerBuff,丛林之怒
Game.BuffName.TitaniumStorm,钛金屏障
Game.BuffName.TwinsPet,激光眼和魔焰眼
Game.BuffName.UpbeatStar,埃斯蒂
Game.BuffName.VampireFrog,吸血鬼青蛙
Game.BuffName.VoltBunny,伏特兔
Game.BuffName.WallOfFleshGoatMount,山羊坐骑
Game.BuffName.WellFed2,很满意
Game.BuffName.WellFed3,精美毛绒玩具
Game.BuffName.WitchBroom,女巫扫帚
Game.BuffName.NeutralHunger,稍饿
Game.BuffName.Hunger,饥饿
Game.BuffName.Starving,极饿
Game.BuffName.BerniePet,伯尼
Game.BuffName.GlommerPet,咕噜咪
Game.BuffName.DeerclopsPet,微小鹿角怪
Game.BuffName.PigPet,猪人
Game.BuffName.ChesterPet,切斯特
Game.BuffName.AbigailMinion,阿比盖尔
Game.BuffName.HeartyMeal,丰盛大餐
Game.BuffName.FartMinecartLeft,{$BuffName.FartMinecartRight}
Game.BuffName.TerraFartMinecartLeft,{$BuffName.TerraFartMinecartRight}
Game.BuffName.ShadowCandle,影烛
Game.BuffName.DualSlimePet,皇家史莱姆
Game.BuffName.JunimoPet,祝尼魔
Game.BuffName.BloodButcherer,血腥屠宰
Game.BuffName.FartMinecartRight,放屁车
Game.BuffName.BiomeSight,生物群落观测
Game.BuffName.TerraFartMinecartRight,泰拉放屁车
Game.BuffName.WarTable,战略家
Game.BuffName.BlueChickenPet,蓝鸡
Game.BuffName.WolfMount,月亮祝福
Game.BuffName.Spiffo,棕绒浣熊
Game.BuffName.CavelingGardener,洞穴园丁
Game.BuffName.Shimmer,闪光
Game.BuffName.DirtiestBlock,最脏的块
Game.MapObject.Adamantite,精金
Game.MapObject.AnimalSkin,动物皮
Game.MapObject.Anvil,砧
Game.MapObject.Banner,旗帜
Game.MapObject.BeeHive,蜂巢
Game.MapObject.Chair,椅子
Game.MapObject.Chandelier,吊灯
Game.MapObject.Chlorophyte,叶绿
Game.MapObject.ChristmasLight,圣诞灯
Game.MapObject.Cobalt,寇伯特
Game.MapObject.Copper,铜
Game.MapObject.CrimsonAltar,猩红祭坛
Game.MapObject.Crimtane,猩红
Game.MapObject.DemonAltar,恶魔祭坛
Game.MapObject.Demonite,魔矿
Game.MapObject.Door,门
Game.MapObject.DrippingHoney,滴落蜂蜜
Game.MapObject.DrippingLava,滴落熔岩
Game.MapObject.DrippingWater,滴水
Game.MapObject.FloorLamp,落地灯
Game.MapObject.Fossil,化石
Game.MapObject.GiantMushroom,巨型蘑菇
Game.MapObject.Gold,金
Game.MapObject.Iron,铁
Game.MapObject.ItemRack,物品架
Game.MapObject.Lantern,灯笼
Game.MapObject.Larva,幼虫
Game.MapObject.Lead,铅
Game.MapObject.LivingWood,生命木
Game.MapObject.MetalBar,金属棒
Game.MapObject.Mythril,秘银
Game.MapObject.OrangeSquirrelCage,橙松鼠笼
Game.MapObject.Orichalcum,山铜
Game.MapObject.Painting,喷漆
Game.MapObject.Palladium,钯金
Game.MapObject.PalmTree,棕榈树
Game.MapObject.Picture,图片
Game.MapObject.PineTree,松树
Game.MapObject.PlanterasBulb,世纪之花灯泡
Game.MapObject.Platinum,铂金
Game.MapObject.Pot,罐子
Game.MapObject.Rocket,火箭
Game.MapObject.SandFlow,沙流
Game.MapObject.Sapling,树苗
Game.MapObject.Silver,银
Game.MapObject.Sink,水槽
Game.MapObject.Statue,雕像
Game.MapObject.Table,桌子
Game.MapObject.Thorn,荆棘
Game.MapObject.Thorns,荆棘
Game.MapObject.Timer,计时器
Game.MapObject.Tin,锡
Game.MapObject.Titanium,钛金
Game.MapObject.Trap,机关
Game.MapObject.Tree,树
Game.MapObject.Trophy,纪念章
Game.MapObject.Tungsten,钨
Game.MapObject.Turret,炮塔
Game.MapObject.Vase,花瓶
Game.MapObject.WaterFountain,喷泉
Game.MapObject.Web,蛛丝
Game.MapObject.DesertFossil,化石
Game.MapObject.FallenLog,落木
Game.MapObject.GeyserTrap,喷泉
Game.MapObject.GoldBirdCage,金鸟笼
Game.MapObject.GoldBunnyCage,金兔笼
Game.MapObject.GoldButterflyCage,金蝴蝶罐
Game.MapObject.GoldFrogCage,金蛙笼
Game.MapObject.GoldGrasshopperCage,金蚱蜢笼
Game.MapObject.GoldMouseCage,金老鼠笼
Game.MapObject.GoldWormCage,金蠕虫笼
Game.MapObject.Relic,圣物
Game.MapObject.SquirrelGoldCage,金松鼠笼
Game.MapObject.TeleportationPylon,传送晶塔
Game.MapObject.Toilet,马桶
Game.MapObject.WireBulb,彩线灯泡
Game.MapObject.SiltExtractinator,提炼机
Game.MapObject.ChlorophyteExtractinator,叶绿素提炼机
Game.ChatCommand.Playing_0,{$LegacyMultiplayer.6}
Game.ChatCommand.Playing_1,{$LegacyMultiplayer.21}
Game.ChatCommand.Roll,{$LegacyMultiplayer.8}
Game.ChatCommand.Party,/队
Game.ChatCommand.Emote,/表情
Game.ChatCommand.Emoji_0,/表情符号
Game.ChatCommand.Emoji_1,/e
Game.ChatCommand.Help,/帮助
Game.ChatCommand.RPS,/rps
Game.ChatCommand.Death,/death
Game.ChatCommand.PVPDeath,/pvpdeath
Game.ChatCommand.AllDeath,/alldeath
Game.ChatCommand.AllPVPDeath,/allpvpdeath
Game.Bestiary_ItemDropConditions.NotExpert,
Game.Bestiary_ItemDropConditions.NotMasterMode,
Game.Bestiary_ItemDropConditions.LegacyHack_IsBossAndNotExpert,
Game.Bestiary_ItemDropConditions.IsCrimsonAndNotExpert,
Game.Bestiary_ItemDropConditions.IsCorruptionAndNotExpert,
Game.Bestiary_ItemDropConditions.NotFromStatue,
Game.Bestiary_ItemDropConditions.BeatAnyMechBoss,击败任何机甲Boss后掉落
Game.Bestiary_ItemDropConditions.CorruptKeyCondition,在困难模式下的腐化之地掉落
Game.Bestiary_ItemDropConditions.CrimsonKeyCondition,在困难模式下的猩红之地掉落
Game.Bestiary_ItemDropConditions.DesertKeyCondition,在困难模式下的沙漠掉落
Game.Bestiary_ItemDropConditions.EmpressOfLightOnlyTookDamageWhileEnraged,在光之女皇白天受到攻击时掉落
Game.Bestiary_ItemDropConditions.FrozenKeyCondition,在困难模式下的雪地掉落
Game.Bestiary_ItemDropConditions.HalloweenGoodieBagDrop,在万圣节的游戏初期掉落
Game.Bestiary_ItemDropConditions.HalloweenWeapons,在万圣节季掉落
Game.Bestiary_ItemDropConditions.HallowKeyCondition,在困难模式下的神圣之地掉落
Game.Bestiary_ItemDropConditions.IsChristmas,在圣诞节掉落
Game.Bestiary_ItemDropConditions.IsCorruption,在腐化之地掉落
Game.Bestiary_ItemDropConditions.IsCrimson,在猩红之地掉落
Game.Bestiary_ItemDropConditions.IsExpert,这是专家模式下的掉落率
Game.Bestiary_ItemDropConditions.IsItAHappyWindyDay,在大风天掉落
Game.Bestiary_ItemDropConditions.IsMasterMode,这是大师模式下的掉落率
Game.Bestiary_ItemDropConditions.JungleKeyCondition,在困难模式下的丛林掉落
Game.Bestiary_ItemDropConditions.KOCannon,在困难模式下的血月期间掉落
Game.Bestiary_ItemDropConditions.LegacyHack_IsBossAndExpert,在专家模式下掉落
Game.Bestiary_ItemDropConditions.LivingFlames,在困难模式下的地狱掉落
Game.Bestiary_ItemDropConditions.NamedNPC,从唯一命名的NPC掉落
Game.Bestiary_ItemDropConditions.PastWaveBasedDrop,仅在第{0}波内或以上掉落
